username,ownerage,genderowner,ownersmoking,ownercleanlinees,payment,deposit,term,available,utilities,features,building,featuresmore,location,petslivehere,agerange,gender,smoking,cleanliness,petsallowed,rooms,vacancy,internet,gym,placetype,pool,wifi,ageMin,ageMax,music,guests,drugs,lateNights,washer,dryer,furnished,kitchen,closet,air conditioner,heater,haspet,sleeppattern,alcohol,noise,socializing,cooking,latitude,longitude,foodpref
roomie4u,26,F,True,Clean,675,300,Month to month,2016-12-19,N/A,"Private bedroom, Balcony/patio, Closet, Telephone hookup","House, 
3 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Dishwasher, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Fort Worth, TX, 76118  ",False,17 - 50,A,True,"Clean, Average, Messy",True,3,3,True,False,House,False,True,17,50,False,False,True,True,True,True,False,True,True,True,True,,Early Bird,True,True,I keep to myself,1,32.753177,-97.3327458,Non-Vegetarian
oshii,50,F,True, Moderately Clean,500,200,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Balcony/patio, Closet, Telephone hookup","House, 4 Bedroom, 2 Bath","Air conditioning, Balcony/patio, Dishwasher, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Carrollton, TX, 75007  ",False,17 - 50,F,True,"Clean, Average, Messy",False,4,4,True,False,House,False,True,17,50,False,False,True,True,True,True,False,True,True,True,True,,Early Bird,False,False,I keep to myself,1,32.9537349,-96.8902815,Vegan
Lisa2727,19,F,False,Clean,500,150,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Balcony/patio, Closet, Telephone hookup","House, 4 Bedroom, 2 Bath","Air conditioning, Balcony/patio, Dishwasher, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Dallas, TX, 75229  ",False,17 - 50,M,True,"Clean, Average, Messy",False,4,4,True,False,House,False,True,17,50,False,False,True,True,True,True,False,True,True,True,True,,Early Bird,False,False,Moderately Social,7,32.7620405,-96.7790068,Vegetarian
Lawcreed,25,O,True,Clean,450,450,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Balcony/patio, Cable/satellite hookup, Closet","House, 
3 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Cable/satellite, Dishwasher, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Yard"," Arlington, TX, 76010  ",True,17 - 50,M,True,Clean,True,3,3,True,False,House,False,True,17,50,False,False,True,True,True,True,False,True,True,True,True,,Early Bird,True,True,Moderately Social,0,32.701939,-97.1057148358,Vegan
GrabberBlue,47,O,True, Moderately Clean,600,150,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Cable/satellite hookup, Closet, Furnished, Telephone hookup","House, 
3 Bedroom, 
2.5 Bath","Air conditioning, Cable/satellite, Dishwasher, Fireplace, High speed Internet, Washer/dryer in unit, Microwave, Pool, Yard"," Fort Worth, TX, 76112  ",True,17 - 50,A,True,"Clean, Average, Messy",True,3,3,True,False,House,True,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,True,True,I keep to myself,1,32.753177,-97.3327458,Non-Vegetarian
rebelboy09,45,O,True, Moderately Clean,300,0,Month to month,2016-12-01,N/A,"Private bedroom, Cable/satellite hookup, Closet, Furnished, Telephone hookup","House, 4 Bedroom, 2 Bath","Air conditioning, Cable/satellite, Dishwasher, Fireplace, High speed Internet, Washer/dryer in unit, Microwave, Pool, Yard"," Mansfield, TX, 76063  ",False,17 - 50,M,True,"Clean, Average, Messy",False,4,4,True,False,House,True,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,False,False,I keep to myself,4,32.5631924,-97.1416767,Vegan
Williams74,34,M,False,Clean,"
400",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Master bedroom, Telephone hookup, Walk-in closet","Apartment, 
2 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Cable/satellite, Covered parking, Dishwasher, Fireplace, High speed Internet, Laundry facility, Microwave, Pool, Storage, Tennis courts"," Arlington, TX, 76011  ",True,23 - 38,M,True,"Clean, Average, Messy",True,2,2,True,False,Apartment,True,True,23,38,False,False,True,True,True,False,False,True,True,True,True,,Early Bird,True,True,I keep to myself,7,32.701939,-97.1057148358,Vegan
Prettivivi,31,F,False,Clean,"
400",0,Month to month,2016-12-01,"Electricity, Water","Private bedroom, Closet, Furnished","Apartment, 
1 Bedroom, 
1 Bath","Air conditioning, Dishwasher, Washer/dryer in unit, Pool"," Carrollton, TX, 75007  ",True,18 - 45,F,True,"Clean, Average, Messy",True,1,1,False,False,Apartment,True,False,18,45,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,True,True,Moderately Social,4,32.9537349,-96.8902815,Vegan
Art,36,F,False,Clean,950,800,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished, Master bedroom, Telephone hookup, View, Walk-in closet","House, 
2 Bedroom, 
2.5 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Covered parking, Dishwasher, Fireplace, Garage, High speed Internet, Washer/dryer in unit, Microwave, Parking, Storage, Tennis courts, View, Yard"," Addison, TX, 75252  ",True,17 - 50,F,True,"Clean, Average",True,2,2,True,False,House,False,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,True,True,Moderately Social,3,32.9604305,-96.8302599316,Vegan
trinity832,53,M,False,Clean,700,0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished, Telephone hookup, View","House, 
4 Bedroom, 
2.5 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Dishwasher, Fireplace, Garage, High speed Internet, Washer/dryer in unit, Microwave, Parking, Pool, Storage, View, Yard"," Garland, TX, 75043  ",True,25 - 50,M,True,"Clean, Average",True,4,4,True,False,House,True,True,25,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,True,True,I keep to myself,7,32.912624,-96.6388832,Vegetarian
AEN,21,F,True,Clean,450,100,Month to month,2016-12-01,N/A,"Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished, Telephone hookup, View","House, 4 Bedroom, 2 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Dishwasher, Fireplace, Garage, High speed Internet, Washer/dryer in unit, Microwave, Parking, Pool, Storage, View, Yard"," Fort Worth, TX, 76123  ",False,17 - 50,F,True,"Clean, Average, Messy",False,4,4,True,False,House,True,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,False,False,I keep to myself,0,32.753177,-97.3327458,Vegan
Phlipper33,44,M,True, Moderately Clean,600,500,Month to month,2016-12-01,N/A,"Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished, Telephone hookup, View","House, 4 Bedroom, 2 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Dishwasher, Fireplace, Garage, High speed Internet, Washer/dryer in unit, Microwave, Parking, Pool, Storage, View, Yard"," Frisco, TX, 75035  ",False,17 - 50,F,True,"Clean, Average",False,4,4,True,False,House,True,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,False,False,I keep to myself,0,33.1506744,-96.8236115,Vegetarian
AnalogRobot,23,O,False, Moderately Clean,"
0",0,Month to month,2016-12-27,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished, Telephone hookup, View","House, 4 Bedroom, 2 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Dishwasher, Fireplace, Garage, High speed Internet, Washer/dryer in unit, Microwave, Parking, Pool, Storage, View, Yard"," Dallas, TX, 78225  ",False,17 - 50,M,True,"Clean, Average, Messy",False,4,4,True,False,House,True,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,False,False,I keep to myself,0,32.7620405,-96.7790068,Non-Vegetarian
bcampion6,27,F,False,Clean,"
400",0,Month to month,2016-12-01,"Water, Trash pickup","Private bedroom, Private bathroom, Cable/satellite hookup, Closet, Walk-in closet","Dwelling, 
3 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Cable/satellite, Dishwasher, Garage, High speed Internet, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Fort Worth, TX, 76116  ",True,21 - 35,F,True,"Clean, Average",True,3,3,True,False,Dwelling,False,True,21,35,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,True,True,I keep to myself,0,32.753177,-97.3327458,Vegetarian
forevermore,29,F,True,Clean,"
400",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished, Master bedroom, Telephone hookup","House, 
3 Bedroom, 
1 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Dishwasher, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Irving, TX, 75062  ",False,18 - 30,A,True,"Clean, Average",True,3,3,True,False,House,False,True,18,30,False,False,True,True,True,True,True,True,True,True,True,,Early Bird,True,True,I keep to myself,6,32.8295183,-96.9442176,Vegan
CrashDS,50,M,True,Clean,700,700,Month to month,2016-12-01,"Electricity, Water, Trash pickup","Private bedroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished, Master bedroom, Telephone hookup","House, 4 Bedroom, 2 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Dishwasher, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Frisco, TX, 75033  ",False,17 - 50,M,True,"Clean, Average, Messy",False,4,4,True,False,House,False,True,17,50,False,False,True,True,True,True,True,True,True,True,True,,Early Bird,False,False,Moderately Social,7,33.1506744,-96.8236115,Non-Vegetarian
karthi,24,O,True, Moderately Clean,800,800,Month to month,2016-12-01,N/A,"Private bedroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished, Master bedroom, Telephone hookup","House, 4 Bedroom, 2 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Dishwasher, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Dallas, TX, 75208  ",False,17 - 50,F,True,"Clean, Average",False,4,4,True,False,House,False,True,17,50,False,False,True,True,True,True,True,True,True,True,True,,Early Bird,False,False,Moderately Social,7,32.7620405,-96.7790068,Vegetarian
wavydude,28,F,False,Clean,"
1100",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Cable/satellite hookup, Closet, Furnished, Master bedroom, Private entrance, Telephone hookup, View, Walk-in closet","Apartment, 
2 Bedroom, 
2 Bath","Air conditioning, Cable/satellite, Dishwasher, Elevator, Fitness center, High speed Internet, Washer/dryer in unit, Microwave, Parking, Pool, Storage, View"," Dallas, TX, 75215  ",True,24 - 33,F,True,Clean,True,2,2,True,True,Apartment,True,True,24,33,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,True,True,I keep to myself,5,32.7620405,-96.7790068,Vegan
HyrmonieD,36,M,False,Clean,"
600",300,Month to month,2016-11-27,Trash pickup,"Private bedroom, Private bathroom","House, 
3 Bedroom, 
2 Bath","Air conditioning, Cable/satellite, Dishwasher, Fitness center, High speed Internet, Washer/dryer in unit, Microwave, Parking, Pool, Yard"," Little Elm, TX, 75068  ",True,25 - 45,M,True,Clean,True,3,3,True,True,House,True,True,25,45,False,False,True,False,False,True,False,False,False,True,True,,Early Bird,True,True,I keep to myself,4,33.1626194,-96.937505,Vegan
Jruddell,36,M,True, Moderately Clean,"
350",350,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom","House, 4 Bedroom, 2 Bath","Air conditioning, Cable/satellite, Dishwasher, Fitness center, High speed Internet, Washer/dryer in unit, Microwave, Parking, Pool, Yard"," Dallas, TX, 75206  ",False,17 - 50,M,True,"Clean, Average",False,4,4,True,True,House,True,True,17,50,False,False,True,False,False,True,False,False,False,True,True,,Early Bird,False,False,I keep to myself,2,32.7620405,-96.7790068,Non-Vegetarian
PRai,38,F,True,Clean,"
500",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Closet, View","House, 
3 Bedroom, 
1.5 Bath","Air conditioning, Alarm system, Balcony/patio, Dishwasher, Fireplace, Fitness center, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Dallas, TX, 75227  ",True,35 - 50,F,True,"Clean, Average",True,3,3,True,True,House,False,True,35,50,False,False,True,True,True,True,False,True,True,True,True,,Early Bird,True,True,Moderately Social,7,32.7620405,-96.7790068,Vegan
JeffM,19,F,True,Clean,"
600",50,Month to month,2016-12-01,N/A,"Private bedroom, Private bathroom, Closet, View","Apartment, 
2 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Covered parking, Dishwasher, Fitness center, Washer/dryer in unit, Microwave, Parking, Pool, Storage, View"," Plano, TX, 75025  ",False,18 - 25,F,True,"Clean, Average",True,2,2,False,True,Apartment,True,False,18,25,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,True,True,Moderately Social,6,33.0136764,-96.6925095,Non-Vegetarian
jsCarrollton,43,O,True,Clean,"
400",200,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Cable/satellite hookup, Closet","House, 
1 Bedroom, 
2 Bath","Air conditioning, Basketball courts, Cable/satellite, Fireplace, Fitness center, Garage, High speed Internet, Washer/dryer in unit, Microwave, Yard"," Arlington, TX, 76013  ",True,20 - 60,M,True,Clean,True,1,1,True,True,House,False,True,20,60,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,True,True,I keep to myself,6,32.701939,-97.1057148358,Vegetarian
mnminer,42,M,False,Clean,"
1050",600,Month to month,2016-11-25,"Electricity, Gas, Water, Trash pickup","Private bedroom, Cable/satellite hookup, Closet","House, 4 Bedroom, 2 Bath","Air conditioning, Basketball courts, Cable/satellite, Fireplace, Fitness center, Garage, High speed Internet, Washer/dryer in unit, Microwave, Yard"," Dallas, TX, 75206  ",False,17 - 50,F,True,Clean,False,4,4,True,True,House,False,True,17,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,False,False,I keep to myself,2,32.7620405,-96.7790068,Vegetarian
Miramda,47,M,True, Moderately Clean,"
600",250,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Cable/satellite hookup, Closet","House, 4 Bedroom, 2 Bath","Air conditioning, Basketball courts, Cable/satellite, Fireplace, Fitness center, Garage, High speed Internet, Washer/dryer in unit, Microwave, Yard"," Farmers Branch, TX, 75234  ",False,17 - 50,F,True,"Clean, Average",False,4,4,True,True,House,False,True,17,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,False,False,I keep to myself,6,32.9265137,-96.896115,Vegan
lis8987,48,O,True,Clean,"
800",0,Month to month,2016-12-01,"Electricity, Water, Trash pickup","Private bedroom, Cable/satellite hookup, Closet","House, 4 Bedroom, 2 Bath","Air conditioning, Basketball courts, Cable/satellite, Fireplace, Fitness center, Garage, High speed Internet, Washer/dryer in unit, Microwave, Yard"," Fate, TX, 75087  ",False,17 - 50,M,True,"Clean, Average",False,4,4,True,True,House,False,True,17,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,False,False,Moderately Social,1,32.9415107,-96.3813724,Non-Vegetarian
elo454,61,M,False,Clean,"
400",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Closet, Furnished, Telephone hookup, View","House, 
3 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Dishwasher, Garage, Laundry facility, Microwave, View, Yard"," Fort Worth, TX, 76108  ",False,17 - 50,M,True,"Clean, Average",True,3,3,False,False,House,False,False,17,50,False,False,True,True,True,False,True,True,True,True,True,,Early Bird,True,True,Moderately Social,7,32.753177,-97.3327458,Vegetarian
TonyP2210,22,M,True,Clean,"
500",0,Month to month,2016-12-01,"Electricity, Water, Trash pickup","Private bedroom, Private bathroom, Closet","House, 
4 Bedroom, 
3 Bath","Air conditioning, Cable/satellite, Yard"," Fort Worth, TX, 76110  ",False,17 - 50,F,True,"Clean, Average",True,4,4,False,False,House,False,False,17,50,False,False,True,True,False,False,False,True,True,True,True,,Early Bird,True,True,I keep to myself,0,32.753177,-97.3327458,Non-Vegetarian
HMLB,40,M,True,Clean,"
600",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished, View, Walk-in closet","House, 
3 Bedroom, 
2 Bath","Air conditioning, Alarm system, Balcony/patio, Basketball courts, Cable/satellite, Dishwasher, Fireplace, Fitness center, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Pool, Storage, View, Yard"," Pasadena, TX, 77505  ",False,18 - 48,M,True,"Clean, Average, Messy",True,3,3,True,True,House,True,True,18,48,False,False,True,True,True,True,True,True,True,True,True,,Early Bird,True,True,I keep to myself,5,29.6910625,-95.2091005,Vegetarian
Katy-frthorn,37,F,True,Clean,"
700",100,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Balcony/patio, Cable/satellite hookup, Closet, Furnished, Master bedroom","House, 
3 Bedroom, 
1 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Dishwasher, High speed Internet, Laundry facility, Microwave, Parking, Storage, Yard"," Houston, TX, 77034  ",True,29 - 99,F,True,"Clean, Average",True,3,3,True,False,House,False,True,29,99,False,False,True,True,True,False,True,True,True,True,True,,Early Bird,True,True,I keep to myself,4,29.7589382,-95.3676973,Non-Vegetarian
Halit,56,M,True,Clean,"
1000",85,Month to month,2016-12-01,"Electricity, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Master bedroom, View, Walk-in closet","Apartment, 
2 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Cable/satellite, Covered parking, Dishwasher, Elevator, Fitness center, High speed Internet, Washer/dryer in unit, Microwave, Pool, Storage, View, Wheelchair access"," Houston, TX, 77006  ",True,17 - 50,M,True,Clean,True,2,2,True,True,Apartment,True,True,17,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,True,True,Moderately Social,0,29.7589382,-95.3676973,Non-Vegetarian
Justalibra,43,F,True,Clean,"
500",500,Month to month,2016-12-01,"Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Master bedroom, View, Walk-in closet","House, 4 Bedroom, 2 Bath","Air conditioning, Balcony/patio, Cable/satellite, Covered parking, Dishwasher, Elevator, Fitness center, High speed Internet, Washer/dryer in unit, Microwave, Pool, Storage, View, Wheelchair access"," League City, TX, 77573  ",False,17 - 50,A,True,Clean,False,4,4,True,True,House,True,True,17,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,False,False,Moderately Social,2,29.5074538,-95.0949302,Vegetarian
MasonLakes,23,F,True,Clean,"
500",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Master bedroom, View, Walk-in closet","House, 4 Bedroom, 2 Bath","Air conditioning, Balcony/patio, Cable/satellite, Covered parking, Dishwasher, Elevator, Fitness center, High speed Internet, Washer/dryer in unit, Microwave, Pool, Storage, View, Wheelchair access"," Conroe, TX, 77303  ",False,17 - 50,A,True,"Clean, Average, Messy",False,4,4,True,True,House,True,True,17,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,False,False,I keep to myself,6,30.3118769,-95.4560511,Vegan
Aida8866,37,M,False, Moderately Clean,800,800,Month to month,2017-01-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Balcony/patio, Cable/satellite hookup, Master bedroom, View, Walk-in closet","House, 4 Bedroom, 2 Bath","Air conditioning, Balcony/patio, Cable/satellite, Covered parking, Dishwasher, Elevator, Fitness center, High speed Internet, Washer/dryer in unit, Microwave, Pool, Storage, View, Wheelchair access"," Tomball, TX, 77377  ",False,17 - 50,F,True,"Clean, Average",False,4,4,True,True,House,True,True,17,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,False,False,I keep to myself,7,30.0971621,-95.6160548,Non-Vegetarian
Jay12345,18,M,False,Clean,"
600",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Cable/satellite hookup, Closet, Walk-in closet","House, 
3 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Cable/satellite, Dishwasher, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," Richmond, TX, 77469  ",True,18 - 27,M,True,"Clean, Average",True,3,3,True,False,House,False,True,18,27,False,False,True,True,True,True,False,True,True,True,True,,Early Bird,True,True,I keep to myself,5,29.5821811,-95.7607831,Non-Vegetarian
MartyZ7,23,F,True, Moderately Clean,"
500",0,Month to month,2016-12-01,N/A,"Private bedroom, Private bathroom, Cable/satellite hookup, Closet, Walk-in closet","House, 4 Bedroom, 2 Bath","Air conditioning, Balcony/patio, Cable/satellite, Dishwasher, Garage, High speed Internet, Laundry facility, Washer/dryer in unit, Microwave, Parking, Storage, Yard"," The Woodlands, TX, 77630  ",False,17 - 50,F,True,"Clean, Average",False,4,4,True,False,House,False,True,17,50,False,False,True,True,True,True,False,True,True,True,True,,Early Bird,False,False,I keep to myself,3,30.1734194,-95.5046859,Vegetarian
JPate,27,F,False,Clean,"
850",500,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Closet","House, 
3 Bedroom, 
2 Bath","Air conditioning, Balcony/patio, Cable/satellite, Dishwasher, Fireplace, Garage, High speed Internet, Washer/dryer in unit, Microwave, Yard"," Pearland, TX, 77584  ",True,22 - 50,F,True,"Clean, Average",True,3,3,True,False,House,False,True,22,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,True,True,I keep to myself,7,29.5639758,-95.2864298,Non-Vegetarian
Samadhi,34,M,False,Clean,"
1000",1000,Month to month,2016-12-01,"Gas, Water, Trash pickup","Private bedroom, Private bathroom, Cable/satellite hookup, Furnished, Walk-in closet","House, 
3 Bedroom, 
2.5 Bath","Air conditioning, Dishwasher, Fireplace, Fitness center, High speed Internet, Washer/dryer in unit, Microwave, Pool, Spa/hot tub, Yard"," Houston, TX, 77494  ",True,28 - 60,M,True,Clean,True,3,3,True,True,House,True,True,28,60,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,True,True,I keep to myself,1,29.7589382,-95.3676973,Non-Vegetarian
Kiersy,28,F,False,Clean,"
500",125,Month to month,2016-12-01,"Electricity, Gas, Water","Private bedroom, Private bathroom, Cable/satellite hookup, Furnished, Walk-in closet","House, 4 Bedroom, 2 Bath","Air conditioning, Dishwasher, Fireplace, Fitness center, High speed Internet, Washer/dryer in unit, Microwave, Pool, Spa/hot tub, Yard"," Houston, TX, 77074  ",False,17 - 50,A,True,"Clean, Average, Messy",False,4,4,True,True,House,True,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,False,False,Moderately Social,6,29.7589382,-95.3676973,Non-Vegetarian
der_sun2003,33,O,True,Clean,"
600",200,Month to month,2016-12-01,"Electricity, Water, Trash pickup","Private bedroom, Private bathroom, Cable/satellite hookup, Furnished, Walk-in closet","House, 4 Bedroom, 2 Bath","Air conditioning, Dishwasher, Fireplace, Fitness center, High speed Internet, Washer/dryer in unit, Microwave, Pool, Spa/hot tub, Yard"," Houston, TX, 77494  ",False,17 - 50,M,True,"Clean, Average, Messy",False,4,4,True,True,House,True,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,False,False,Moderately Social,1,29.7589382,-95.3676973,Vegan
CPompa24,26,F,True,I don't care,350,50,Month to month,2016-12-01,"Electricity, Gas, Water","Private bedroom, Private bathroom, Cable/satellite hookup, Furnished, Walk-in closet","House, 4 Bedroom, 2 Bath","Air conditioning, Dishwasher, Fireplace, Fitness center, High speed Internet, Washer/dryer in unit, Microwave, Pool, Spa/hot tub, Yard"," Houston, TX, 77089  ",False,17 - 50,A,True,"Clean, Average",False,4,4,True,True,House,True,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,False,False,I keep to myself,1,29.7589382,-95.3676973,Vegan
Seanmx45,58,M,True, Moderately Clean,"
650",300,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Cable/satellite hookup, Closet, Furnished, Walk-in closet","House, 
3 Bedroom, 
2.5 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Covered parking, Dishwasher, Fireplace, Fitness center, Garage, High speed Internet, Washer/dryer in unit, Microwave, Storage, Yard"," Houston, TX, 77091  ",True,36 - 65,M,True,"Clean, Average",True,3,3,True,True,House,False,True,36,65,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,True,True,I keep to myself,7,29.7589382,-95.3676973,Vegetarian
Loai,32,F,False, Moderately Clean,"
700",700,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Private bathroom, Furnished, Walk-in closet","House, 
4 Bedroom, 
3 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Dishwasher, Fireplace, Fitness center, Garage, High speed Internet, Washer/dryer in unit, Microwave, Parking, Storage, View, Yard"," Missouri City, TX, 77545  ",True,25 - 60,F,True,"Clean, Average",True,4,4,True,True,House,False,True,25,60,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,True,True,I keep to myself,7,29.6185669,-95.5377214,Vegan
LWalsh57,38,F,True,Clean,"
400",0,Month to month,2016-12-01,"Electricity, Water, Trash pickup","Private bedroom, Private bathroom, Furnished, Walk-in closet","House, 4 Bedroom, 2 Bath","Air conditioning, Alarm system, Balcony/patio, Cable/satellite, Dishwasher, Fireplace, Fitness center, Garage, High speed Internet, Washer/dryer in unit, Microwave, Parking, Storage, View, Yard"," Conroe, TX, 77303  ",False,17 - 50,M,True,"Clean, Average, Messy",False,4,4,True,True,House,False,True,17,50,False,False,True,True,False,True,True,True,True,True,True,,Early Bird,False,False,Moderately Social,0,30.3118769,-95.4560511,Non-Vegetarian
amanduh96,24,M,False,Clean,"
900",0,Month to month,2016-12-01,"Electricity, Water, Trash pickup","Private bedroom, Balcony/patio, Cable/satellite hookup, Closet","Apartment, 
2 Bedroom, 
1 Bath","Air conditioning, Balcony/patio, Basketball courts, Cable/satellite, Covered parking, Dishwasher, Elevator, Fitness center, Garage, High speed Internet, Washer/dryer in unit, Microwave, Parking, Pool, Spa/hot tub, Storage, Tennis courts"," Houston, TX, 77024  ",False,18 - 35,M,True,"Clean, Average",True,2,2,True,True,Apartment,True,True,18,35,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,True,True,Moderately Social,1,29.7589382,-95.3676973,Vegetarian
johnlazo,33,M,True,Clean,"
500",0,Month to month,2016-12-01,"Electricity, Gas, Water, Trash pickup","Private bedroom, Balcony/patio, Cable/satellite hookup, Closet","House, 4 Bedroom, 2 Bath","Air conditioning, Balcony/patio, Basketball courts, Cable/satellite, Covered parking, Dishwasher, Elevator, Fitness center, Garage, High speed Internet, Washer/dryer in unit, Microwave, Parking, Pool, Spa/hot tub, Storage, Tennis courts"," Katy, TX, 77449  ",False,17 - 50,A,True,"Clean, Average",False,4,4,True,True,House,True,True,17,50,False,False,True,True,False,True,False,True,True,True,True,,Early Bird,False,False,I keep to myself,3,29.7857853,-95.8243955,Non-Vegetarian
